,행정구역,연도,월,평당분양가격,인구수,경제활동인구,소득
1214,울산광역시,2019,12,10371.9,1145761,596000,337
1215,세종특별자치시,2019,12,11411.4,329422,172000,0
1216,강원도,2019,12,8283.0,1520117,841000,304
1217,충청북도,2019,12,7606.5,1629249,908000,314
1218,충청남도,2019,12,8712.0,2189132,1231000,337
1219,전라북도,2019,12,8144.4,1811958,953000,299
1220,전라남도,2019,12,8091.599999999999,1793043,999000,323
1221,경상북도,2019,12,9616.2,2671108,1488000,326
1222,경상남도,2019,12,10107.9,3350142,1817000,319
1223,제주특별자치도,2019,12,12810.6,663803,390000,271
1224,서울특별시,2020,1,26799.3,9617795,5293000,374
1225,인천광역시,2020,1,13216.5,2951065,1634000,317
1226,경기도,2020,1,14859.9,13452422,7193000,346
1227,부산광역시,2020,1,12817.2,3355632,1712000,312
1228,대구광역시,2020,1,14586.0,2414262,1232000,293
1229,광주광역시,2020,1,12681.9,1479550,778000,298
1230,대전광역시,2020,1,11985.6,1491876,816000,330
1231,울산광역시,2020,1,10371.9,1139069,585000,343
1232,세종특별자치시,2020,1,11411.4,348302,185000,342
1233,강원도,2020,1,8207.1,1519291,827000,305
1234,충청북도,2020,1,7606.5,1630839,919000,320
1235,충청남도,2020,1,8712.0,2176641,1218000,339
1236,전라북도,2020,1,8144.4,1805688,956000,302
1237,전라남도,2020,1,8200.5,1793108,998000,325
1238,경상북도,2020,1,10144.2,2651789,1478000,331
1239,경상남도,2020,1,10107.9,3340211,1802000,326
1240,제주특별자치도,2020,1,13051.5,668699,388000,272
1241,서울특별시,2020,2,26307.6,9617795,5293000,374
1242,인천광역시,2020,2,13477.2,2951065,1634000,317
1243,경기도,2020,2,14856.6,13452422,7193000,346
1244,부산광역시,2020,2,12949.2,3355632,1712000,312
1245,대구광역시,2020,2,14586.0,2414262,1232000,293
1246,광주광역시,2020,2,12681.9,1479550,778000,298
1247,대전광역시,2020,2,11985.6,1491876,816000,330
1248,울산광역시,2020,2,10371.9,1139069,585000,343
1249,세종특별자치시,2020,2,11411.4,348302,185000,342
1250,강원도,2020,2,8325.9,1519291,827000,305
1251,충청북도,2020,2,7903.5,1630839,919000,320
1252,충청남도,2020,2,8593.199999999999,2176641,1218000,339
1253,전라북도,2020,2,8144.4,1805688,956000,302
1254,전라남도,2020,2,8269.8,1793108,998000,325
1255,경상북도,2020,2,8431.5,2651789,1478000,331
1256,경상남도,2020,2,10107.9,3340211,1802000,326
1257,제주특별자치도,2020,2,13051.5,668699,388000,272
1258,서울특별시,2020,3,26495.7,9617795,5293000,374
1259,인천광역시,2020,3,14058.0,2951065,1634000,317
1260,경기도,2020,3,14770.8,13452422,7193000,346
1261,부산광역시,2020,3,13035.0,3355632,1712000,312
1262,대구광역시,2020,3,14843.4,2414262,1232000,293
1263,광주광역시,2020,3,12681.9,1479550,778000,298
1264,대전광역시,2020,3,11226.6,1491876,816000,330
1265,울산광역시,2020,3,10371.9,1139069,585000,343
1266,세종특별자치시,2020,3,11411.4,348302,185000,342
1267,강원도,2020,3,8144.4,1519291,827000,305
1268,충청북도,2020,3,7920.0,1630839,919000,320
1269,충청남도,2020,3,8606.4,2176641,1218000,339
1270,전라북도,2020,3,8144.4,1805688,956000,302
1271,전라남도,2020,3,8500.8,1793108,998000,325
1272,경상북도,2020,3,8431.5,2651789,1478000,331
1273,경상남도,2020,3,9794.4,3340211,1802000,326
1274,제주특별자치도,2020,3,13051.5,668699,388000,272
1275,서울특별시,2020,4,26367.0,9617795,5293000,374
1276,인천광역시,2020,4,14067.9,2951065,1634000,317
1277,경기도,2020,4,15057.9,13452422,7193000,346
1278,부산광역시,2020,4,12896.4,3355632,1712000,312
1279,대구광역시,2020,4,15100.8,2414262,1232000,293
1280,광주광역시,2020,4,12685.2,1479550,778000,298
1281,대전광역시,2020,4,11074.8,1491876,816000,330
1282,울산광역시,2020,4,10371.9,1139069,585000,343
1283,세종특별자치시,2020,4,,348302,185000,342
1284,강원도,2020,4,8708.699999999999,1519291,827000,305
1285,충청북도,2020,4,7920.0,1630839,919000,320
1286,충청남도,2020,4,8708.699999999999,2176641,1218000,339
1287,전라북도,2020,4,8259.9,1805688,956000,302
1288,전라남도,2020,4,8550.3,1793108,998000,325
1289,경상북도,2020,4,8807.699999999999,2651789,1478000,331
1290,경상남도,2020,4,10404.9,3340211,1802000,326
1291,제주특별자치도,2020,4,13480.5,668699,388000,272
1292,서울특별시,2020,5,27030.3,9617795,5293000,374
1293,인천광역시,2020,5,14338.5,2951065,1634000,317
1294,경기도,2020,5,13942.5,13452422,7193000,346
1295,부산광역시,2020,5,13272.6,3355632,1712000,312
1296,대구광역시,2020,5,15335.1,2414262,1232000,293
1297,광주광역시,2020,5,12648.9,1479550,778000,298
1298,대전광역시,2020,5,11008.8,1491876,816000,330
1299,울산광역시,2020,5,10969.2,1139069,585000,343
1300,세종특별자치시,2020,5,,348302,185000,342
1301,강원도,2020,5,8784.6,1519291,827000,305
1302,충청북도,2020,5,7936.5,1630839,919000,320
1303,충청남도,2020,5,8735.1,2176641,1218000,339
1304,전라북도,2020,5,8184.0,1805688,956000,302
1305,전라남도,2020,5,8576.699999999999,1793108,998000,325
1306,경상북도,2020,5,8807.699999999999,2651789,1478000,331
1307,경상남도,2020,5,9969.3,3340211,1802000,326
1308,제주특별자치도,2020,5,14902.8,668699,388000,272
1309,서울특별시,2020,6,27558.3,9617795,5293000,374
1310,인천광역시,2020,6,14661.9,2951065,1634000,317
1311,경기도,2020,6,13586.1,13452422,7193000,346
1312,부산광역시,2020,6,13272.6,3355632,1712000,312
1313,대구광역시,2020,6,15173.4,2414262,1232000,293
1314,광주광역시,2020,6,12599.4,1479550,778000,298
1315,대전광역시,2020,6,11246.4,1491876,816000,330
1316,울산광역시,2020,6,12371.7,1139069,585000,343
1317,세종특별자치시,2020,6,,348302,185000,342
1318,강원도,2020,6,9084.9,1519291,827000,305
1319,충청북도,2020,6,7949.7,1630839,919000,320
1320,충청남도,2020,6,8847.3,2176641,1218000,339
1321,전라북도,2020,6,8259.9,1805688,956000,302
1322,전라남도,2020,6,8566.8,1793108,998000,325
1323,경상북도,2020,6,8807.699999999999,2651789,1478000,331
1324,경상남도,2020,6,10329.0,3340211,1802000,326
1325,제주특별자치도,2020,6,14922.6,668699,388000,272
1326,서울특별시,2020,7,26763.0,9617795,5293000,374
1327,인천광역시,2020,7,14635.5,2951065,1634000,317
1328,경기도,2020,7,14322.0,13452422,7193000,346
1329,부산광역시,2020,7,13467.3,3355632,1712000,312
1330,대구광역시,2020,7,15312.0,2414262,1232000,293
1331,광주광역시,2020,7,12688.5,1479550,778000,298
1332,대전광역시,2020,7,11051.7,1491876,816000,330
1333,울산광역시,2020,7,12790.8,1139069,585000,343
1334,세종특별자치시,2020,7,,348302,185000,342
1335,강원도,2020,7,9457.8,1519291,827000,305
1336,충청북도,2020,7,7949.7,1630839,919000,320
1337,충청남도,2020,7,8936.4,2176641,1218000,339
1338,전라북도,2020,7,8190.599999999999,1805688,956000,302
1339,전라남도,2020,7,8553.6,1793108,998000,325
1340,경상북도,2020,7,9744.9,2651789,1478000,331
1341,경상남도,2020,7,10276.2,3340211,1802000,326
1342,제주특별자치도,2020,7,15338.4,668699,388000,272
1343,서울특별시,2020,8,26723.4,9617795,5293000,374
1344,인천광역시,2020,8,15318.6,2951065,1634000,317
1345,경기도,2020,8,13972.2,13452422,7193000,346
1346,부산광역시,2020,8,13266.0,3355632,1712000,312
1347,대구광역시,2020,8,15292.2,2414262,1232000,293
1348,광주광역시,2020,8,12190.2,1479550,778000,298
1349,대전광역시,2020,8,10982.4,1491876,816000,330
1350,울산광역시,2020,8,13645.5,1139069,585000,343
1351,세종특별자치시,2020,8,,348302,185000,342
1352,강원도,2020,8,9867.0,1519291,827000,305
1353,충청북도,2020,8,7929.9,1630839,919000,320
1354,충청남도,2020,8,8946.3,2176641,1218000,339
1355,전라북도,2020,8,8190.599999999999,1805688,956000,302
1356,전라남도,2020,8,8873.699999999999,1793108,998000,325
1357,경상북도,2020,8,10216.8,2651789,1478000,331
1358,경상남도,2020,8,10276.2,3340211,1802000,326
1359,제주특별자치도,2020,8,15338.4,668699,388000,272
1360,서울특별시,2020,9,26776.2,9617795,5293000,374
1361,인천광역시,2020,9,15318.6,2951065,1634000,317
1362,경기도,2020,9,14097.6,13452422,7193000,346
1363,부산광역시,2020,9,13266.0,3355632,1712000,312
1364,대구광역시,2020,9,15325.2,2414262,1232000,293
1365,광주광역시,2020,9,12282.6,1479550,778000,298
1366,대전광역시,2020,9,10827.3,1491876,816000,330
1367,울산광역시,2020,9,13734.6,1139069,585000,343
1368,세종특별자치시,2020,9,,348302,185000,342
1369,강원도,2020,9,10322.4,1519291,827000,305
1370,충청북도,2020,9,7900.2,1630839,919000,320
1371,충청남도,2020,9,9015.6,2176641,1218000,339
1372,전라북도,2020,9,8309.4,1805688,956000,302
1373,전라남도,2020,9,8853.9,1793108,998000,325
1374,경상북도,2020,9,10216.8,2651789,1478000,331
1375,경상남도,2020,9,10276.2,3340211,1802000,326
1376,제주특별자치도,2020,9,15338.4,668699,388000,272
1377,서울특별시,2020,10,26660.7,9617795,5293000,374
1378,인천광역시,2020,10,15576.0,2951065,1634000,317
1379,경기도,2020,10,14341.8,13452422,7193000,346
1380,부산광역시,2020,10,13114.2,3355632,1712000,312
1381,대구광역시,2020,10,15404.4,2414262,1232000,293
1382,광주광역시,2020,10,12282.6,1479550,778000,298
1383,대전광역시,2020,10,10579.8,1491876,816000,330
1384,울산광역시,2020,10,13803.9,1139069,585000,343
1385,세종특별자치시,2020,10,11299.2,348302,185000,342
1386,강원도,2020,10,10322.4,1519291,827000,305
1387,충청북도,2020,10,7893.599999999999,1630839,919000,320
1388,충청남도,2020,10,8880.3,2176641,1218000,339
1389,전라북도,2020,10,8487.6,1805688,956000,302
1390,전라남도,2020,10,8969.4,1793108,998000,325
1391,경상북도,2020,10,10114.5,2651789,1478000,331
1392,경상남도,2020,10,10253.1,3340211,1802000,326
1393,제주특별자치도,2020,10,15338.4,668699,388000,272
1394,서울특별시,2020,11,27172.2,9617795,5293000,374
1395,인천광역시,2020,11,15737.7,2951065,1634000,317
1396,경기도,2020,11,14318.7,13452422,7193000,346
1397,부산광역시,2020,11,13569.6,3355632,1712000,312
1398,대구광역시,2020,11,15457.2,2414262,1232000,293
1399,광주광역시,2020,11,12358.5,1479550,778000,298
1400,대전광역시,2020,11,10579.8,1491876,816000,330
1401,울산광역시,2020,11,13803.9,1139069,585000,343
1402,세종특별자치시,2020,11,11299.2,348302,185000,342
1403,강원도,2020,11,10395.0,1519291,827000,305
1404,충청북도,2020,11,8078.4,1630839,919000,320
1405,충청남도,2020,11,9180.6,2176641,1218000,339
1406,전라북도,2020,11,8679.0,1805688,956000,302
1407,전라남도,2020,11,9104.7,1793108,998000,325
1408,경상북도,2020,11,10470.9,2651789,1478000,331
1409,경상남도,2020,11,10272.9,3340211,1802000,326
1410,제주특별자치도,2020,11,15338.4,668699,388000,272
1411,서울특별시,2020,12,28267.8,9617795,5293000,374
1412,인천광역시,2020,12,15681.6,2951065,1634000,317
1413,경기도,2020,12,14473.8,13452422,7193000,346
1414,부산광역시,2020,12,14044.8,3355632,1712000,312
1415,대구광역시,2020,12,15325.2,2414262,1232000,293
1416,광주광역시,2020,12,12219.9,1479550,778000,298
1417,대전광역시,2020,12,10579.8,1491876,816000,330
1418,울산광역시,2020,12,13827.0,1139069,585000,343
1419,세종특별자치시,2020,12,11299.2,348302,185000,342
1420,강원도,2020,12,10355.4,1519291,827000,305
1421,충청북도,2020,12,8527.199999999999,1630839,919000,320
1422,충청남도,2020,12,9111.3,2176641,1218000,339
1423,전라북도,2020,12,8811.0,1805688,956000,302
1424,전라남도,2020,12,9342.3,1793108,998000,325
1425,경상북도,2020,12,10345.5,2651789,1478000,331
1426,경상남도,2020,12,9860.4,3340211,1802000,326
1427,제주특별자치도,2020,12,15338.4,668699,388000,272
1428,서울특별시,2021,1,28267.8,9501528,5312000,390
1429,인천광역시,2021,1,15602.4,2940927,1629000,330
1430,경기도,2021,1,14414.4,13611628,7422000,361
1431,부산광역시,2021,1,14038.2,3327350,1715000,328
1432,대구광역시,2021,1,15354.9,2387631,1265000,309
1433,광주광역시,2021,1,12906.3,1468912,772000,314
1434,대전광역시,2021,1,10579.8,1478831,811000,340
1435,울산광역시,2021,1,13787.4,1123676,575000,351
1436,세종특별자치시,2021,1,12533.4,366165,189000,353
1437,강원도,2021,1,10355.4,1520457,840000,316
1438,충청북도,2021,1,8527.199999999999,1632358,920000,331
1439,충청남도,2021,1,9111.3,2176548,1221000,356
1440,전라북도,2021,1,8708.699999999999,1794192,974000,308
1441,전라남도,2021,1,9329.1,1782951,1008000,335
1442,경상북도,2021,1,10345.5,2640965,1457000,345
1443,경상남도,2021,1,9860.4,3317568,1805000,339
1444,제주특별자치도,2021,1,17156.7,673189,395000,290
1445,서울특별시,2021,2,28182.0,9501528,5312000,390
1446,인천광역시,2021,2,15651.9,2940927,1629000,330
1447,경기도,2021,2,14460.6,13611628,7422000,361
1448,부산광역시,2021,2,14163.6,3327350,1715000,328
1449,대구광역시,2021,2,15328.5,2387631,1265000,309
1450,광주광역시,2021,2,13902.9,1468912,772000,314
1451,대전광역시,2021,2,11358.6,1478831,811000,340
1452,울산광역시,2021,2,13787.4,1123676,575000,351
1453,세종특별자치시,2021,2,12533.4,366165,189000,353
1454,강원도,2021,2,10401.6,1520457,840000,316
1455,충청북도,2021,2,8606.4,1632358,920000,331
1456,충청남도,2021,2,9141.0,2176548,1221000,356
1457,전라북도,2021,2,8718.6,1794192,974000,308
1458,전라남도,2021,2,9827.4,1782951,1008000,335
1459,경상북도,2021,2,10107.9,2640965,1457000,345
1460,경상남도,2021,2,10309.2,3317568,1805000,339
1461,제주특별자치도,2021,2,17156.7,673189,395000,290
1462,서울특별시,2021,3,28290.9,9501528,5312000,390
1463,인천광역시,2021,3,15717.9,2940927,1629000,330
1464,경기도,2021,3,14440.8,13611628,7422000,361
1465,부산광역시,2021,3,14163.6,3327350,1715000,328
1466,대구광역시,2021,3,15470.4,2387631,1265000,309
1467,광주광역시,2021,3,13919.4,1468912,772000,314
1468,대전광역시,2021,3,11358.6,1478831,811000,340
1469,울산광역시,2021,3,13965.6,1123676,575000,351
1470,세종특별자치시,2021,3,12533.4,366165,189000,353
1471,강원도,2021,3,9576.6,1520457,840000,316
1472,충청북도,2021,3,8619.6,1632358,920000,331
1473,충청남도,2021,3,9124.5,2176548,1221000,356
1474,전라북도,2021,3,8718.6,1794192,974000,308
1475,전라남도,2021,3,9909.9,1782951,1008000,335
1476,경상북도,2021,3,10107.9,2640965,1457000,345
1477,경상남도,2021,3,10404.9,3317568,1805000,339
1478,제주특별자치도,2021,3,23756.7,673189,395000,290
1479,서울특별시,2021,4,28135.8,9501528,5312000,390
1480,인천광역시,2021,4,15549.6,2940927,1629000,330
1481,경기도,2021,4,14364.9,13611628,7422000,361
1482,부산광역시,2021,4,14427.6,3327350,1715000,328
1483,대구광역시,2021,4,15536.4,2387631,1265000,309
1484,광주광역시,2021,4,13919.4,1468912,772000,314
1485,대전광역시,2021,4,11484.0,1478831,811000,340
1486,울산광역시,2021,4,14312.1,1123676,575000,351
1487,세종특별자치시,2021,4,12533.4,366165,189000,353
1488,강원도,2021,4,9504.0,1520457,840000,316
1489,충청북도,2021,4,8586.6,1632358,920000,331
1490,충청남도,2021,4,9170.7,2176548,1221000,356
1491,전라북도,2021,4,8761.5,1794192,974000,308
1492,전라남도,2021,4,9669.0,1782951,1008000,335
1493,경상북도,2021,4,10190.4,2640965,1457000,345
1494,경상남도,2021,4,10296.0,3317568,1805000,339
1495,제주특별자치도,2021,4,23756.7,673189,395000,290
1496,서울특별시,2021,5,28597.8,9501528,5312000,390
1497,인천광역시,2021,5,15189.9,2940927,1629000,330
1498,경기도,2021,5,13982.1,13611628,7422000,361
1499,부산광역시,2021,5,14579.4,3327350,1715000,328
1500,대구광역시,2021,5,15519.9,2387631,1265000,309
1501,광주광역시,2021,5,13978.8,1468912,772000,314
1502,대전광역시,2021,5,12213.3,1478831,811000,340
1503,울산광역시,2021,5,14586.0,1123676,575000,351
1504,세종특별자치시,2021,5,12533.4,366165,189000,353
1505,강원도,2021,5,9454.5,1520457,840000,316
1506,충청북도,2021,5,8586.6,1632358,920000,331
1507,충청남도,2021,5,9177.3,2176548,1221000,356
1508,전라북도,2021,5,8853.9,1794192,974000,308
1509,전라남도,2021,5,9659.1,1782951,1008000,335
1510,경상북도,2021,5,9989.1,2640965,1457000,345
1511,경상남도,2021,5,10197.0,3317568,1805000,339
1512,제주특별자치도,2021,5,24783.0,673189,395000,290
1513,서울특별시,2021,6,29142.3,9501528,5312000,390
1514,인천광역시,2021,6,14883.0,2940927,1629000,330
1515,경기도,2021,6,13797.3,13611628,7422000,361
1516,부산광역시,2021,6,14539.8,3327350,1715000,328
1517,대구광역시,2021,6,15496.8,2387631,1265000,309
1518,광주광역시,2021,6,14173.5,1468912,772000,314
1519,대전광역시,2021,6,12196.8,1478831,811000,340
1520,울산광역시,2021,6,14701.5,1123676,575000,351
1521,세종특별자치시,2021,6,12533.4,366165,189000,353
1522,강원도,2021,6,9639.3,1520457,840000,316
1523,충청북도,2021,6,8669.1,1632358,920000,331
1524,충청남도,2021,6,9266.4,2176548,1221000,356
1525,전라북도,2021,6,8814.3,1794192,974000,308
1526,전라남도,2021,6,10074.9,1782951,1008000,335
1527,경상북도,2021,6,10061.7,2640965,1457000,345
1528,경상남도,2021,6,10230.0,3317568,1805000,339
1529,제주특별자치도,2021,6,24783.0,673189,395000,290
1530,서울특별시,2021,7,30396.3,9501528,5312000,390
1531,인천광역시,2021,7,14859.9,2940927,1629000,330
1532,경기도,2021,7,13688.4,13611628,7422000,361
1533,부산광역시,2021,7,14493.6,3327350,1715000,328
1534,대구광역시,2021,7,15467.1,2387631,1265000,309
1535,광주광역시,2021,7,14163.6,1468912,772000,314
1536,대전광역시,2021,7,12196.8,1478831,811000,340
1537,울산광역시,2021,7,14747.7,1123676,575000,351
1538,세종특별자치시,2021,7,12553.2,366165,189000,353
1539,강원도,2021,7,9253.2,1520457,840000,316
1540,충청북도,2021,7,8685.6,1632358,920000,331
1541,충청남도,2021,7,9345.6,2176548,1221000,356
1542,전라북도,2021,7,8893.5,1794192,974000,308
1543,전라남도,2021,7,10249.8,1782951,1008000,335
1544,경상북도,2021,7,10602.9,2640965,1457000,345
1545,경상남도,2021,7,10665.6,3317568,1805000,339
1546,제주특별자치도,2021,7,27574.8,673189,395000,290
1547,서울특별시,2021,8,31346.7,9501528,5312000,390
1548,인천광역시,2021,8,14239.5,2940927,1629000,330
1549,경기도,2021,8,13747.8,13611628,7422000,361
1550,부산광역시,2021,8,14381.4,3327350,1715000,328
1551,대구광역시,2021,8,15536.4,2387631,1265000,309
1552,광주광역시,2021,8,14160.3,1468912,772000,314
1553,대전광역시,2021,8,12196.8,1478831,811000,340
1554,울산광역시,2021,8,14364.9,1123676,575000,351
1555,세종특별자치시,2021,8,12553.2,366165,189000,353
1556,강원도,2021,8,9253.2,1520457,840000,316
1557,충청북도,2021,8,8698.8,1632358,920000,331
1558,충청남도,2021,8,9500.7,2176548,1221000,356
1559,전라북도,2021,8,8877.0,1794192,974000,308
1560,전라남도,2021,8,10490.7,1782951,1008000,335
1561,경상북도,2021,8,10602.9,2640965,1457000,345
1562,경상남도,2021,8,10642.5,3317568,1805000,339
1563,제주특별자치도,2021,8,27574.8,673189,395000,290
1564,서울특별시,2021,9,31353.3,9501528,5312000,390
1565,인천광역시,2021,9,14239.5,2940927,1629000,330
1566,경기도,2021,9,13949.1,13611628,7422000,361
1567,부산광역시,2021,9,14381.4,3327350,1715000,328
1568,대구광역시,2021,9,15675.0,2387631,1265000,309
1569,광주광역시,2021,9,14315.4,1468912,772000,314
1570,대전광역시,2021,9,12266.1,1478831,811000,340
1571,울산광역시,2021,9,14199.9,1123676,575000,351
1572,세종특별자치시,2021,9,12553.2,366165,189000,353
1573,강원도,2021,9,9428.1,1520457,840000,316
1574,충청북도,2021,9,8731.8,1632358,920000,331
1575,충청남도,2021,9,9543.6,2176548,1221000,356
1576,전라북도,2021,9,8715.3,1794192,974000,308
1577,전라남도,2021,9,10487.4,1782951,1008000,335
1578,경상북도,2021,9,10345.5,2640965,1457000,345
1579,경상남도,2021,9,10873.5,3317568,1805000,339
1580,제주특별자치도,2021,9,27574.8,673189,395000,290
1581,서울특별시,2021,10,31884.6,9501528,5312000,390
1582,인천광역시,2021,10,14242.8,2940927,1629000,330
1583,경기도,2021,10,13866.6,13611628,7422000,361
1584,부산광역시,2021,10,14586.0,3327350,1715000,328
1585,대구광역시,2021,10,15582.6,2387631,1265000,309
1586,광주광역시,2021,10,14094.3,1468912,772000,314
1587,대전광역시,2021,10,12351.9,1478831,811000,340
1588,울산광역시,2021,10,14199.9,1123676,575000,351
1589,세종특별자치시,2021,10,12767.7,366165,189000,353
1590,강원도,2021,10,9804.3,1520457,840000,316
1591,충청북도,2021,10,8731.8,1632358,920000,331
1592,충청남도,2021,10,9629.4,2176548,1221000,356
1593,전라북도,2021,10,8860.5,1794192,974000,308
1594,전라남도,2021,10,9886.8,1782951,1008000,335
1595,경상북도,2021,10,10332.3,2640965,1457000,345
1596,경상남도,2021,10,10969.2,3317568,1805000,339
1597,제주특별자치도,2021,10,22638.0,673189,395000,290
1598,서울특별시,2021,11,32841.6,9501528,5312000,390
1599,인천광역시,2021,11,14704.8,2940927,1629000,330
1600,경기도,2021,11,14774.1,13611628,7422000,361
1601,부산광역시,2021,11,15226.2,3327350,1715000,328
1602,대구광역시,2021,11,15721.2,2387631,1265000,309
1603,광주광역시,2021,11,14180.1,1468912,772000,314
1604,대전광역시,2021,11,12351.9,1478831,811000,340
1605,울산광역시,2021,11,14199.9,1123676,575000,351
1606,세종특별자치시,2021,11,12767.7,366165,189000,353
1607,강원도,2021,11,9929.7,1520457,840000,316
1608,충청북도,2021,11,8725.199999999999,1632358,920000,331
1609,충청남도,2021,11,9471.0,2176548,1221000,356
1610,전라북도,2021,11,8976.0,1794192,974000,308
1611,전라남도,2021,11,9764.7,1782951,1008000,335
1612,경상북도,2021,11,10434.6,2640965,1457000,345
1613,경상남도,2021,11,10692.0,3317568,1805000,339
1614,제주특별자치도,2021,11,22638.0,673189,395000,290
